2024-12-16,56,greed
2024-12-17,51,neutral
2024-12-18,33,fear
2024-12-19,20,extreme fear
2024-12-20,28,fear
2024-12-23,30,fear
2024-12-24,35,fear
2024-12-26,34,fear
2024-12-27,34,fear
2024-12-30,29,fear
2024-12-31,26,fear
2025-01-02,24,extreme fear
2025-01-03,29,fear
2025-01-06,34,fear
2025-01-07,34,fear
2025-01-08,32,fear
2025-01-10,26,fear
2025-01-13,25,fear
2025-01-14,25,fear
2025-01-15,27,fear
2025-01-16,27,fear
2025-01-17,36,fear
2025-01-21,40,fear
2025-01-22,42,fear
2025-01-23,44,fear
2025-01-24,46,neutral
2025-01-27,38,fear
2025-01-28,41,fear
2025-01-29,42,fear
2025-01-30,46,neutral
2025-01-31,44,fear
2025-02-03,37,fear
2025-02-04,37,fear
2025-02-05,39,fear
2025-02-06,40,fear
2025-02-07,38,fear
2025-02-10,45,fear
2025-02-11,45,neutral
2025-02-12,41,fear
2025-02-13,47,neutral
2025-02-14,44,fear
2025-02-18,47,neutral
2025-02-19,48,neutral
2025-02-20,44,fear
2025-02-21,37,fear
2025-02-24,30,fear
2025-02-25,24,extreme fear
2025-02-26,21,extreme fear
2025-02-27,13,extreme fear
2025-02-28,21,extreme fear
2025-03-03,12,extreme fear
2025-03-04,11,extreme fear
2025-03-05,12,extreme fear
2025-03-06,17,extreme fear
2025-03-07,18,extreme fear
2025-03-10,17,extreme fear
2025-03-11,15,extreme fear
2025-03-12,16,extreme fear
2025-03-13,15,extreme fear
2025-03-14,22,extreme fear
2025-03-17,23,extreme fear
2025-03-18,22,extreme fear
2025-03-19,24,extreme fear
2025-03-20,24,extreme fear
2025-03-21,25,fear
2025-03-24,30,fear
2025-03-25,30,fear
2025-03-26,28,fear
2025-03-27,29,fear
2025-03-28,22,extreme fear
2025-03-31,19,extreme fear
2025-04-01,16,extreme fear
2025-04-02,19,extreme fear
2025-04-03,6,extreme fear
2025-04-04,4,extreme fear
2025-04-07,5,extreme fear
2025-04-08,3,extreme fear
2025-04-09,12,extreme fear
2025-04-10,8,extreme fear
2025-04-11,19,extreme fear
2025-04-14,20,extreme fear
2025-04-15,18,extreme fear
2025-04-16,14,extreme fear
2025-04-17,20,extreme fear
2025-04-18,19,extreme fear
2025-04-21,22,extreme fear
2025-04-22,26,fear
2025-04-23,28,fear
2025-04-24,37,fear
2025-04-25,35,fear
2025-04-28,36,fear
2025-04-29,36,fear
2025-04-30,43,fear
2025-05-01,41,fear
2025-05-02,54,neutral
2025-05-05,58,greed
2025-05-06,55,greed
2025-05-07,59,greed
2025-05-08,61,greed
2025-05-09,63,greed
2025-05-12,66,greed
2025-05-13,69,greed
2025-05-14,70,greed
2025-05-15,69,greed
2025-05-16,70,greed
2025-05-19,69,greed
2025-05-20,69,greed
2025-05-21,66,greed
2025-05-22,66,greed
2025-05-23,64,greed
2025-05-27,65,greed
2025-05-28,64,greed
2025-05-29,62,greed
2025-05-30,62,greed
2025-06-02,54,neutral
2025-06-03,56,greed
2025-06-04,59,greed
2025-06-05,59,greed
2025-06-06,61,greed
2025-06-09,62,greed
2025-06-10,64,greed
2025-06-11,62,greed
